status,age,customer_value,FN,FP,seconds_of_use,call_failure,complains,subs_len,charge_amount,freq_of_use,freq_of_sms,distinct_call_nums,tariff_plan,ageGroup,Churn
1,15,237,205.632,72.848,2840,1,0,34,0,54.0,21.0,21.0,1,1,0
1,14,237,205.632,72.848,2990,9,0,35,0,54.0,21.0,21.0,1,1,1
1,2,237,205.632,72.848,2268,9,1,36,0,54.0,21.0,21.0,1,1,1
1,14,237,205.632,72.848,133,0,0,36,0,54.0,21.0,21.0,1,1,1
1,5,237,205.632,72.848,1668,1,0,36,0,54.0,21.0,21.0,1,1,0
1,1,237,205.632,72.848,6785,3,0,33,1,54.0,21.0,21.0,1,1,0
1,0,237,205.632,72.848,628,0,1,36,0,54.0,21.0,21.0,1,0,1
1,0,237,205.632,72.848,338,0,0,36,1,54.0,21.0,21.0,1,0,0
1,11,237,205.632,72.848,16075,25,0,31,3,54.0,21.0,21.0,2,1,0
1,3,237,205.632,72.848,6965,6,0,34,3,54.0,21.0,21.0,2,1,0
1,2,237,205.632,72.848,3718,2,0,36,0,54.0,21.0,21.0,1,1,0
1,4,237,205.632,72.848,1665,3,0,35,0,54.0,21.0,21.0,1,1,0
1,11,237,205.632,72.848,2780,6,0,36,0,54.0,21.0,21.0,1,1,0
1,9,237,205.632,72.848,1315,4,0,32,1,54.0,21.0,21.0,2,1,0
1,2,237,205.632,72.848,1568,4,0,26,0,54.0,21.0,21.0,1,1,0
1,5,237,205.632,72.848,700,11,0,27,0,54.0,21.0,21.0,1,1,0
1,15,237,205.632,72.848,825,0,0,26,0,54.0,21.0,21.0,1,1,1
1,9,237,205.632,72.848,1225,10,0,25,0,54.0,21.0,21.0,1,1,0
1,11,237,205.632,72.848,3225,2,0,25,0,54.0,21.0,21.0,1,1,0
1,2,237,205.632,72.848,1695,2,0,32,0,54.0,21.0,21.0,1,1,0
1,7,237,205.632,72.848,6393,16,0,17,1,54.0,21.0,21.0,2,1,0
1,15,237,205.632,72.848,8933,12,0,15,0,54.0,21.0,21.0,1,1,0
1,2,237,205.632,72.848,2853,8,0,16,3,54.0,21.0,21.0,2,1,0
1,8,237,205.632,72.848,4390,2,0,9,1,54.0,21.0,21.0,1,1,0
1,12,237,205.632,72.848,1488,3,0,9,1,54.0,21.0,21.0,1,1,1
1,9,237,205.632,72.848,4430,11,0,40,1,54.0,21.0,21.0,1,1,0
1,15,237,205.632,72.848,378,3,0,41,1,54.0,21.0,21.0,1,1,0
1,35,237,205.632,72.848,2513,13,0,39,1,54.0,21.0,21.0,1,3,0
1,8,237,205.632,72.848,4258,13,0,40,1,54.0,21.0,21.0,1,1,0
1,14,237,205.632,72.848,2453,6,0,40,1,54.0,21.0,21.0,1,1,0
1,11,237,205.632,72.848,3835,14,0,40,2,54.0,21.0,21.0,2,1,0
1,13,237,205.632,72.848,2420,7,0,40,1,54.0,21.0,21.0,1,1,0
1,15,237,205.632,72.848,9175,16,0,39,3,54.0,21.0,21.0,1,1,0
1,13,237,205.632,72.848,13833,10,0,40,1,54.0,21.0,21.0,1,1,0
1,7,237,205.632,72.848,4575,10,0,40,2,54.0,21.0,21.0,1,1,0
1,12,237,205.632,72.848,5978,9,0,40,1,54.0,21.0,21.0,1,1,0
1,3,237,205.632,72.848,2298,12,0,40,1,54.0,21.0,21.0,1,1,0
1,13,237,205.632,72.848,15200,28,0,40,4,54.0,21.0,21.0,1,1,0
1,4,237,205.632,72.848,3155,7,0,40,2,54.0,21.0,21.0,1,1,0
1,11,237,205.632,72.848,15545,12,0,39,1,54.0,21.0,21.0,1,1,0
1,5,237,205.632,72.848,6560,6,0,39,2,54.0,21.0,21.0,1,1,0
1,9,237,205.632,72.848,935,3,0,39,1,54.0,21.0,21.0,1,1,0
1,12,237,205.632,72.848,770,5,0,40,1,54.0,21.0,21.0,1,1,0
1,0,237,205.632,72.848,60,3,1,39,1,54.0,21.0,21.0,1,0,1
1,2,237,205.632,72.848,7568,6,0,39,1,54.0,21.0,21.0,1,1,0
1,10,237,205.632,72.848,11525,10,0,39,2,54.0,21.0,21.0,2,1,0
1,7,237,205.632,72.848,6778,11,0,39,2,54.0,21.0,21.0,1,1,0
1,13,237,205.632,72.848,1015,26,1,35,1,54.0,21.0,21.0,1,1,1
1,1,237,205.632,72.848,10495,24,1,38,9,54.0,21.0,21.0,2,1,0
1,11,237,205.632,72.848,0,16,0,38,2,54.0,21.0,21.0,1,1,0
1,11,237,205.632,72.848,2900,4,0,36,1,54.0,21.0,21.0,1,1,0
1,9,237,205.632,72.848,3050,12,0,37,1,54.0,21.0,21.0,1,1,1
1,14,237,205.632,72.848,2328,12,1,38,1,54.0,21.0,21.0,1,1,1
1,14,237,205.632,72.848,193,3,0,38,1,54.0,21.0,21.0,1,1,1
1,11,237,205.632,72.848,1728,4,0,38,1,54.0,21.0,21.0,1,1,0
1,11,237,205.632,72.848,6845,6,0,35,2,54.0,21.0,21.0,1,1,0
1,14,237,205.632,72.848,688,3,0,38,1,54.0,21.0,21.0,1,1,1
1,0,237,205.632,72.848,398,3,0,38,2,54.0,21.0,21.0,1,0,0
1,11,237,205.632,72.848,16135,28,0,33,4,54.0,21.0,21.0,1,1,0
1,10,237,205.632,72.848,7025,9,1,36,4,54.0,21.0,21.0,2,1,0
1,7,237,205.632,72.848,3778,5,0,38,1,54.0,21.0,21.0,1,1,0
1,2,237,205.632,72.848,1725,6,0,37,1,54.0,21.0,21.0,1,1,0
1,13,237,205.632,72.848,0,9,0,38,1,54.0,21.0,21.0,1,1,0
1,7,237,205.632,72.848,1375,7,0,29,2,54.0,21.0,21.0,2,1,0
1,8,237,205.632,72.848,1628,7,0,28,1,54.0,21.0,21.0,1,1,0
1,6,237,205.632,72.848,760,14,0,29,1,54.0,21.0,21.0,1,1,0
1,9,237,205.632,72.848,885,3,0,28,1,54.0,21.0,21.0,1,1,0
1,15,237,205.632,72.848,1285,13,0,27,1,54.0,21.0,21.0,1,1,0
1,10,237,205.632,72.848,3285,5,0,27,1,54.0,21.0,21.0,1,1,0
1,11,237,205.632,72.848,1755,5,0,20,1,54.0,21.0,21.0,1,1,0
1,3,237,205.632,72.848,6453,19,0,19,2,54.0,21.0,21.0,2,1,0
1,7,237,205.632,72.848,8993,15,0,17,1,54.0,21.0,21.0,1,1,0
1,8,237,205.632,72.848,2913,11,0,18,4,54.0,21.0,21.0,1,1,0
1,7,237,205.632,72.848,4450,5,0,11,2,54.0,21.0,21.0,1,1,0
1,9,237,205.632,72.848,1548,6,1,11,2,54.0,21.0,21.0,1,1,1
1,15,237,205.632,72.848,4310,5,0,36,0,54.0,21.0,21.0,1,1,0
1,14,237,205.632,72.848,258,0,0,37,0,54.0,21.0,21.0,1,1,0
1,4,237,205.632,72.848,2393,7,0,35,0,54.0,21.0,21.0,1,1,0
1,0,237,205.632,72.848,4138,7,0,36,0,54.0,21.0,21.0,1,0,0
1,5,237,205.632,72.848,2333,0,0,36,0,54.0,21.0,21.0,1,1,0
1,7,237,205.632,72.848,3715,8,0,36,0,54.0,21.0,21.0,1,1,0
1,14,237,205.632,72.848,2300,1,0,36,0,54.0,21.0,21.0,1,1,0
1,9,237,205.632,72.848,9055,10,0,35,1,54.0,21.0,21.0,1,1,0
1,8,237,205.632,72.848,13713,4,0,36,0,54.0,21.0,21.0,1,1,0
1,0,237,205.632,72.848,4455,4,0,36,0,54.0,21.0,21.0,1,0,0
1,9,237,205.632,72.848,5858,3,0,36,0,54.0,21.0,21.0,1,1,0
1,15,237,205.632,72.848,2178,6,1,36,0,54.0,21.0,21.0,1,1,0
1,14,237,205.632,72.848,15080,22,0,36,2,54.0,21.0,21.0,1,1,0
1,1,237,205.632,72.848,0,1,0,36,0,54.0,21.0,21.0,1,1,0
1,9,237,205.632,72.848,15425,6,0,35,0,54.0,21.0,21.0,1,1,0
1,12,237,205.632,72.848,6440,0,0,35,0,54.0,21.0,21.0,1,1,0
1,11,237,205.632,72.848,815,0,0,35,0,54.0,21.0,21.0,1,1,0
1,8,237,205.632,72.848,650,0,0,36,0,54.0,21.0,21.0,1,1,0
1,13,0,205.632,72.848,0,0,0,35,0,54.0,21.0,21.0,1,1,1
1,1,237,205.632,72.848,7448,0,0,35,0,54.0,21.0,21.0,1,1,0
1,12,237,205.632,72.848,11405,4,0,35,0,54.0,21.0,21.0,1,1,0
1,12,237,205.632,72.848,6658,5,0,35,0,54.0,21.0,21.0,1,1,0
1,13,237,205.632,72.848,895,20,0,31,0,54.0,21.0,21.0,1,1,1
1,29,237,205.632,72.848,10375,18,0,34,7,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,5758,10,0,34,0,54.0,21.0,21.0,1,2,1
1,21,237,205.632,72.848,2780,0,0,32,0,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,0,6,0,33,0,54.0,21.0,21.0,1,2,1
1,21,237,205.632,72.848,2208,6,1,34,0,54.0,21.0,21.0,1,2,1
1,16,0,205.632,72.848,0,0,1,34,0,54.0,21.0,21.0,1,2,1
1,27,237,205.632,72.848,1608,0,0,34,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,6725,0,0,31,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,568,0,0,34,0,54.0,21.0,21.0,1,2,1
1,20,0,205.632,72.848,0,0,0,34,0,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,16015,22,0,29,2,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,6905,3,0,32,2,54.0,21.0,21.0,2,2,0
1,29,237,205.632,72.848,3658,0,0,34,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,1605,0,0,33,0,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,2720,3,0,34,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,1255,1,0,25,0,54.0,21.0,21.0,2,2,0
1,18,237,205.632,72.848,1508,1,0,24,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,640,8,0,25,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,765,0,1,32,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,1165,7,0,23,0,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,3165,0,0,23,0,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,1635,0,0,16,0,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,6333,13,0,15,0,54.0,21.0,21.0,2,2,0
1,26,237,205.632,72.848,8873,9,0,13,0,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,2793,5,0,14,2,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,4330,0,0,7,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,1428,0,0,7,0,54.0,21.0,21.0,1,2,1
1,20,237,205.632,72.848,4450,9,0,42,1,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,398,1,1,43,0,54.0,21.0,21.0,1,2,1
1,28,237,205.632,72.848,2533,11,0,41,1,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,4278,11,0,42,1,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,2473,4,0,42,1,54.0,21.0,21.0,1,2,0
1,29,237,205.632,72.848,3855,12,0,42,2,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,2440,5,0,42,1,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,9195,14,0,41,3,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,13853,8,0,42,1,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,0,8,0,42,2,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,5998,7,0,42,1,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,2318,10,0,42,0,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,15220,26,0,42,4,54.0,21.0,21.0,2,2,0
1,20,237,205.632,72.848,3175,5,0,42,2,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,15565,10,0,41,1,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,6580,4,0,41,2,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,955,1,0,41,0,54.0,21.0,21.0,1,2,0
1,29,237,205.632,72.848,790,3,0,42,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,80,1,0,41,0,54.0,21.0,21.0,1,2,1
1,28,237,205.632,72.848,7588,4,0,41,1,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,11545,8,0,41,2,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,6798,9,0,41,2,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,1035,24,1,37,0,54.0,21.0,21.0,1,2,1
1,16,237,205.632,72.848,10515,22,1,40,9,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,5898,14,0,32,2,54.0,21.0,21.0,1,2,1
1,27,237,205.632,72.848,2920,2,0,38,1,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,3070,10,0,39,0,54.0,21.0,21.0,1,2,1
1,24,237,205.632,72.848,2348,10,1,40,0,54.0,21.0,21.0,1,2,1
1,27,237,205.632,72.848,213,1,0,40,0,54.0,21.0,21.0,1,2,1
1,22,237,205.632,72.848,1748,2,0,40,1,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,6865,4,0,37,2,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,708,1,1,40,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,418,1,0,40,2,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,16155,26,0,35,4,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,7045,7,1,38,4,54.0,21.0,21.0,2,2,0
1,23,237,205.632,72.848,3798,3,0,40,1,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,1745,4,0,39,0,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,2860,7,0,40,1,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,1395,5,0,31,2,54.0,21.0,21.0,2,2,0
1,23,237,205.632,72.848,1648,5,0,30,1,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,780,12,0,31,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,905,1,0,30,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,1305,11,0,29,1,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,3305,3,0,29,1,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,1775,3,0,22,1,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,6473,17,0,21,2,54.0,21.0,21.0,2,2,0
1,25,237,205.632,72.848,9013,13,0,19,1,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,2933,9,0,20,4,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,4470,3,0,13,2,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,1568,4,0,13,2,54.0,21.0,21.0,1,2,1
1,27,237,205.632,72.848,4290,7,0,34,0,54.0,21.0,21.0,1,2,0
1,25,0,205.632,72.848,0,0,0,35,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,2373,9,0,33,0,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,4118,9,0,34,0,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,2313,2,0,34,0,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,3695,10,0,34,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,2280,3,0,34,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,9035,12,0,33,1,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,13693,6,0,34,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,4435,6,0,34,0,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,5838,5,0,34,0,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,2158,8,0,34,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,15060,24,0,34,2,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,3015,3,0,34,0,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,15405,8,0,33,0,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,6420,2,0,33,0,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,795,0,0,33,0,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,630,1,0,34,0,54.0,21.0,21.0,1,2,0
1,18,0,205.632,72.848,0,0,0,33,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,7428,2,0,33,0,54.0,21.0,21.0,1,2,0
1,35,237,205.632,72.848,11385,6,0,33,0,54.0,21.0,21.0,1,3,0
1,24,237,205.632,72.848,6638,7,0,33,0,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,875,22,0,29,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,10355,20,0,32,7,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,5738,12,1,32,0,54.0,21.0,21.0,1,2,1
1,20,237,205.632,72.848,2760,0,0,30,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,2910,8,1,31,0,54.0,21.0,21.0,1,2,1
1,22,237,205.632,72.848,2188,8,0,32,0,54.0,21.0,21.0,1,2,1
1,21,0,205.632,72.848,0,0,1,32,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,1588,0,0,32,0,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,6705,2,0,29,0,54.0,21.0,21.0,1,2,0
1,27,0,205.632,72.848,0,0,0,32,0,54.0,21.0,21.0,1,2,1
1,24,0,205.632,72.848,0,0,0,32,0,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,15995,24,0,27,2,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,6885,5,0,30,2,54.0,21.0,21.0,2,2,0
1,26,237,205.632,72.848,3638,1,0,32,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,1585,2,0,31,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,2700,5,0,32,0,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,1235,3,0,23,0,54.0,21.0,21.0,2,2,0
1,16,237,205.632,72.848,1488,3,0,22,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,620,10,0,23,0,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,0,0,0,22,0,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,1145,9,0,21,0,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,3145,1,0,21,0,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,1615,1,0,14,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,6313,15,0,13,0,54.0,21.0,21.0,2,2,0
1,29,237,205.632,72.848,8853,11,0,11,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,2773,7,0,12,2,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,4310,1,0,5,0,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,1408,2,0,5,0,54.0,21.0,21.0,1,2,1
1,19,237,205.632,72.848,4630,13,0,44,1,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,578,5,0,45,0,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,2713,15,0,43,1,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,4458,15,0,44,1,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,2653,8,0,44,1,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,4035,16,0,44,2,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,2620,9,0,44,1,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,9375,18,0,43,3,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,0,12,0,44,1,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,4775,12,0,44,2,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,6178,11,0,44,1,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,2498,14,1,44,0,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,15400,30,0,44,4,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,3355,9,0,44,2,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,15745,14,0,43,1,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,6760,8,0,43,2,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,1135,5,0,43,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,970,7,0,44,0,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,260,5,0,43,0,54.0,21.0,21.0,1,2,1
1,28,237,205.632,72.848,7768,8,0,43,1,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,11725,12,0,43,2,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,6978,13,0,43,2,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,1215,28,1,39,0,54.0,21.0,21.0,1,2,1
1,21,237,205.632,72.848,10695,26,0,42,9,54.0,21.0,21.0,2,2,0
1,26,237,205.632,72.848,6078,18,0,42,2,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,3100,6,0,40,1,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,3250,14,1,41,0,54.0,21.0,21.0,1,2,1
1,20,237,205.632,72.848,2528,14,1,42,0,54.0,21.0,21.0,1,2,1
1,27,237,205.632,72.848,393,5,0,42,0,54.0,21.0,21.0,1,2,1
1,20,237,205.632,72.848,1928,6,0,42,1,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,7045,8,0,39,2,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,888,5,0,42,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,0,5,0,42,2,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,16335,30,1,37,4,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,7225,11,1,40,4,54.0,21.0,21.0,2,2,0
1,26,237,205.632,72.848,3978,7,0,42,1,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,1925,8,0,41,0,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,3040,11,0,42,1,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,1575,9,0,33,2,54.0,21.0,21.0,2,2,0
1,27,237,205.632,72.848,1828,9,0,32,1,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,960,16,0,33,0,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,1085,5,0,32,0,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,1485,15,0,31,1,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,3485,7,0,31,1,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,1955,7,0,24,1,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,6653,21,0,23,2,54.0,21.0,21.0,2,2,0
1,18,237,205.632,72.848,9193,17,0,21,1,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,3113,13,0,22,4,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,4650,7,0,15,2,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,1748,8,1,15,2,54.0,21.0,21.0,1,2,1
1,16,237,205.632,72.848,4110,3,0,32,0,54.0,21.0,21.0,1,2,0
1,26,0,205.632,72.848,0,0,0,33,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,2193,5,0,31,0,54.0,21.0,21.0,1,2,0
1,29,237,205.632,72.848,3938,5,0,32,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,2133,0,0,32,0,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,3515,6,0,32,0,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,2100,0,0,32,0,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,8855,8,0,31,1,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,13513,2,0,32,0,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,4255,2,0,32,0,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,5658,1,0,32,0,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,1978,4,0,32,0,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,14880,20,0,32,2,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,2835,0,0,32,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,15225,4,0,31,0,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,6240,0,0,31,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,615,0,0,31,0,54.0,21.0,21.0,1,2,0
1,29,237,205.632,72.848,450,0,0,32,0,54.0,21.0,21.0,1,2,0
1,16,0,205.632,72.848,0,0,0,31,0,54.0,21.0,21.0,1,2,1
1,24,237,205.632,72.848,7248,0,0,31,0,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,11205,2,0,31,0,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,6458,3,0,31,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,695,18,1,27,0,54.0,21.0,21.0,1,2,1
